ASMID	Match	SE	A3SS	A5SS	MXE	SEFDR5	A3SSFDR5	A5SSFDR5	MXEFDR5	Pmin
ASM#90	SE_clu_867_NA_8.14E-1,SE_clu_8865_NA_4.19E-1,SE_clu_868_NA_8.46E-1	3	0	0	0	0	0	0	0	0.419
ASM#91	SE_clu_870_NA_3.33E-1	1	0	0	0	0	0	0	0	0.333
ASM#92	SE_clu_873_NA_9.24E-1	1	0	0	0	0	0	0	0	0.924
ASM#93	SE_clu_874_NA_4.01E-1	1	0	0	0	0	0	0	0	0.401
ASM#94	SE_clu_874_NA_4.01E-1	1	0	0	0	0	0	0	0	0.401
ASM#95	NA	0	0	0	0	0	0	0	0	NA
ASM#96	NA	0	0	0	0	0	0	0	0	NA
ASM#97	SE_clu_875_NA_6.88E-1	1	0	0	0	0	0	0	0	0.688
ASM#98	NA	0	0	0	0	0	0	0	0	NA
ASM#99	SE_clu_876_NA_9.76E-1	1	0	0	0	0	0	0	0	0.976
ASM#100	NA	0	0	0	0	0	0	0	0	NA
ASM#101	NA	0	0	0	0	0	0	0	0	NA
ASM#102	NA	0	0	0	0	0	0	0	0	NA
ASM#103	NA	0	0	0	0	0	0	0	0	NA
ASM#104	NA	0	0	0	0	0	0	0	0	NA
ASM#105	NA	0	0	0	0	0	0	0	0	NA
ASM#106	NA	0	0	0	0	0	0	0	0	NA
ASM#107	SE_clu_877_NA_9.46E-1	1	0	0	0	0	0	0	0	0.946
ASM#108	NA	0	0	0	0	0	0	0	0	NA
ASM#109	NA	0	0	0	0	0	0	0	0	NA
ASM#110	NA	0	0	0	0	0	0	0	0	NA
ASM#111	NA	0	0	0	0	0	0	0	0	NA
ASM#112	NA	0	0	0	0	0	0	0	0	NA
ASM#113	NA	0	0	0	0	0	0	0	0	NA
ASM#114	SE_clu_881_NA_6.92E-1	1	0	0	0	0	0	0	0	0.692
ASM#115	NA	0	0	0	0	0	0	0	0	NA
ASM#116	NA	0	0	0	0	0	0	0	0	NA
ASM#117	NA	0	0	0	0	0	0	0	0	NA
ASM#118	SE_clu_883_NA_5.57E-1	1	0	0	0	0	0	0	0	0.557
ASM#119	SE_clu_884_NA_2.41E-1	1	0	0	0	0	0	0	0	0.241
ASM#120	NA	0	0	0	0	0	0	0	0	NA
ASM#121	NA	0	0	0	0	0	0	0	0	NA
ASM#122	SE_clu_886_NA_8.27E-2	1	0	0	0	0	0	0	0	0.0827
ASM#123	NA	0	0	0	0	0	0	0	0	NA
ASM#124	SE_clu_887_NA_4.60E-1	1	0	0	0	0	0	0	0	0.46
ASM#125	NA	0	0	0	0	0	0	0	0	NA
ASM#126	SE_clu_889_NA_5.47E-1,SE_clu_888_NA_7.27E-3	2	0	0	0	0	0	0	0	0.00727
ASM#127	SE_clu_890_NA_4.23E-2,SE_clu_891_NA_2.50E-1,SE_clu_892_NA_4.10E-2	3	0	0	0	0	0	0	0	0.041
ASM#128	NA	0	0	0	0	0	0	0	0	NA
ASM#129	SE_clu_895_NA_2.97E-1,SE_clu_894_NA_3.63E-1	2	0	0	0	0	0	0	0	0.297
ASM#130	SE_clu_896_NA_4.59E-3	1	0	0	0	0	0	0	0	0.00459
ASM#131	NA	0	0	0	0	0	0	0	0	NA
ASM#132	NA	0	0	0	0	0	0	0	0	NA
ASM#133	SE_clu_897_NA_2.10E-2	1	0	0	0	0	0	0	0	0.021
ASM#134	NA	0	0	0	0	0	0	0	0	NA
ASM#135	NA	0	0	0	0	0	0	0	0	NA
ASM#136	NA	0	0	0	0	0	0	0	0	NA
ASM#137	NA	0	0	0	0	0	0	0	0	NA
ASM#138	NA	0	0	0	0	0	0	0	0	NA
ASM#139	NA	0	0	0	0	0	0	0	0	NA
ASM#140	NA	0	0	0	0	0	0	0	0	NA
ASM#141	NA	0	0	0	0	0	0	0	0	NA
ASM#142	SE_clu_906_NA_9.87E-1	1	0	0	0	0	0	0	0	0.987
ASM#143	NA	0	0	0	0	0	0	0	0	NA
ASM#144	NA	0	0	0	0	0	0	0	0	NA
ASM#145	SE_clu_908_NA_2.40E-2,SE_clu_909_NA_3.43E-1	2	0	0	0	0	0	0	0	0.024
ASM#146	NA	0	0	0	0	0	0	0	0	NA
ASM#147	NA	0	0	0	0	0	0	0	0	NA
ASM#148	NA	0	0	0	0	0	0	0	0	NA
ASM#149	NA	0	0	0	0	0	0	0	0	NA
ASM#150	NA	0	0	0	0	0	0	0	0	NA
ASM#151	SE_clu_910_NA_1.75E-1	1	0	0	0	0	0	0	0	0.175
ASM#152	SE_clu_914_NA_2.02E-1	1	0	0	0	0	0	0	0	0.202
ASM#153	SE_clu_915_NA_4.48E-2	1	0	0	0	0	0	0	0	0.0448
ASM#154	SE_clu_918_NA_3.49E-1,SE_clu_917_NA_1.87E-1,SE_clu_916_NA_8.53E-1	3	0	0	0	0	0	0	0	0.187
ASM#155	NA	0	0	0	0	0	0	0	0	NA
ASM#156	NA	0	0	0	0	0	0	0	0	NA
ASM#157	NA	0	0	0	0	0	0	0	0	NA
ASM#158	NA	0	0	0	0	0	0	0	0	NA
ASM#159	SE_clu_919_NA_3.01E-1	1	0	0	0	0	0	0	0	0.301
ASM#160	SE_clu_920_NA_5.68E-1	1	0	0	0	0	0	0	0	0.568
ASM#161	NA	0	0	0	0	0	0	0	0	NA
ASM#162	SE_clu_921_NA_3.03E-2,SE_clu_922_NA_5.15E-1	2	0	0	0	0	0	0	0	0.0303
ASM#163	SE_clu_921_NA_3.03E-2	1	0	0	0	0	0	0	0	0.0303
ASM#164	NA	0	0	0	0	0	0	0	0	NA
ASM#165	SE_clu_923_NA_6.22E-4	1	0	0	0	0	0	0	0	0.000622
ASM#166	NA	0	0	0	0	0	0	0	0	NA
ASM#167	SE_clu_924_NA_9.16E-1	1	0	0	0	0	0	0	0	0.916
ASM#168	NA	0	0	0	0	0	0	0	0	NA
ASM#169	SE_clu_925_NA_8.45E-1	1	0	0	0	0	0	0	0	0.845
ASM#170	NA	0	0	0	0	0	0	0	0	NA
ASM#171	NA	0	0	0	0	0	0	0	0	NA
ASM#172	SE_clu_927_NA_3.98E-2,SE_clu_926_NA_4.97E-1	2	0	0	0	0	0	0	0	0.0398
ASM#173	SE_clu_930_NA_5.00E-1	1	0	0	0	0	0	0	0	0.5
ASM#174	NA	0	0	0	0	0	0	0	0	NA
ASM#175	SE_clu_932_NA_9.46E-1	1	0	0	0	0	0	0	0	0.946
ASM#176	SE_clu_935_NA_1.52E-4	1	0	0	0	0	0	0	0	0.000152
ASM#177	SE_clu_936_NA_1.40E-1	1	0	0	0	0	0	0	0	0.14
ASM#178	SE_clu_937_NA_6.59E-2	1	0	0	0	0	0	0	0	0.0659
ASM#179	NA	0	0	0	0	0	0	0	0	NA
ASM#180	NA	0	0	0	0	0	0	0	0	NA
ASM#181	NA	0	0	0	0	0	0	0	0	NA
ASM#182	NA	0	0	0	0	0	0	0	0	NA
ASM#183	NA	0	0	0	0	0	0	0	0	NA
ASM#184	SE_clu_939_NA_6.24E-1,SE_clu_941_NA_6.55E-3,SE_clu_942_NA_5.10E-1,SE_clu_940_NA_2.65E-2	4	0	0	0	0	0	0	0	0.00655
ASM#185	SE_clu_943_NA_1.85E-1,SE_clu_945_NA_1.11E-1,SE_clu_944_NA_1.03E-2	3	0	0	0	0	0	0	0	0.0103
ASM#186	NA	0	0	0	0	0	0	0	0	NA
ASM#187	NA	0	0	0	0	0	0	0	0	NA
ASM#188	NA	0	0	0	0	0	0	0	0	NA
ASM#189	NA	0	0	0	0	0	0	0	0	NA
ASM#190	NA	0	0	0	0	0	0	0	0	NA
ASM#191	NA	0	0	0	0	0	0	0	0	NA
ASM#192	NA	0	0	0	0	0	0	0	0	NA
ASM#193	NA	0	0	0	0	0	0	0	0	NA
ASM#194	NA	0	0	0	0	0	0	0	0	NA
ASM#195	NA	0	0	0	0	0	0	0	0	NA
ASM#196	NA	0	0	0	0	0	0	0	0	NA
ASM#197	NA	0	0	0	0	0	0	0	0	NA
ASM#198	NA	0	0	0	0	0	0	0	0	NA
ASM#199	SE_clu_948_NA_4.62E-1,SE_clu_946_NA_4.52E-1,SE_clu_949_NA_6.57E-2,SE_clu_947_NA_5.94E-1	4	0	0	0	0	0	0	0	0.0657
ASM#200	SE_clu_951_NA_3.28E-1,SE_clu_950_NA_7.92E-1	2	0	0	0	0	0	0	0	0.328
ASM#201	NA	0	0	0	0	0	0	0	0	NA
ASM#202	SE_clu_953_NA_1.83E-2	1	0	0	0	0	0	0	0	0.0183
ASM#203	NA	0	0	0	0	0	0	0	0	NA
ASM#204	NA	0	0	0	0	0	0	0	0	NA
ASM#205	NA	0	0	0	0	0	0	0	0	NA
ASM#206	SE_clu_955_NA_1.34E-2,SE_clu_954_NA_4.28E-4	2	0	0	0	0	0	0	0	0.000428
ASM#207	NA	0	0	0	0	0	0	0	0	NA
ASM#208	NA	0	0	0	0	0	0	0	0	NA
ASM#209	NA	0	0	0	0	0	0	0	0	NA
ASM#210	NA	0	0	0	0	0	0	0	0	NA
ASM#211	SE_clu_960_NA_9.64E-3,SE_clu_961_NA_2.97E-1	2	0	0	0	0	0	0	0	0.00964
ASM#212	NA	0	0	0	0	0	0	0	0	NA
ASM#213	NA	0	0	0	0	0	0	0	0	NA
ASM#214	NA	0	0	0	0	0	0	0	0	NA
ASM#215	SE_clu_962_NA_1.03E-1	1	0	0	0	0	0	0	0	0.103
ASM#216	NA	0	0	0	0	0	0	0	0	NA
ASM#217	SE_clu_966_NA_2.32E-1	1	0	0	0	0	0	0	0	0.232
ASM#218	NA	0	0	0	0	0	0	0	0	NA
ASM#219	NA	0	0	0	0	0	0	0	0	NA
ASM#220	NA	0	0	0	0	0	0	0	0	NA
ASM#221	SE_clu_968_NA_6.55E-1	1	0	0	0	0	0	0	0	0.655
ASM#222	NA	0	0	0	0	0	0	0	0	NA
ASM#223	NA	0	0	0	0	0	0	0	0	NA
ASM#224	SE_clu_971_NA_4.12E-1,SE_clu_972_NA_5.50E-1	2	0	0	0	0	0	0	0	0.412
ASM#225	NA	0	0	0	0	0	0	0	0	NA
ASM#226	NA	0	0	0	0	0	0	0	0	NA
ASM#227	NA	0	0	0	0	0	0	0	0	NA
ASM#228	NA	0	0	0	0	0	0	0	0	NA
ASM#229	NA	0	0	0	0	0	0	0	0	NA
ASM#230	NA	0	0	0	0	0	0	0	0	NA
ASM#231	SE_clu_978_NA_6.05E-1	1	0	0	0	0	0	0	0	0.605
ASM#232	SE_clu_979_NA_9.74E-1	1	0	0	0	0	0	0	0	0.974
ASM#233	NA	0	0	0	0	0	0	0	0	NA
ASM#234	NA	0	0	0	0	0	0	0	0	NA
ASM#235	SE_clu_980_NA_1.05E-2	1	0	0	0	0	0	0	0	0.0105
ASM#236	SE_clu_981_NA_8.22E-1	1	0	0	0	0	0	0	0	0.822
ASM#237	SE_clu_982_NA_3.45E-2	1	0	0	0	0	0	0	0	0.0345
ASM#238	SE_clu_983_NA_4.88E-1	1	0	0	0	0	0	0	0	0.488
ASM#239	NA	0	0	0	0	0	0	0	0	NA
ASM#240	SE_clu_985_NA_9.58E-1	1	0	0	0	0	0	0	0	0.958
ASM#241	NA	0	0	0	0	0	0	0	0	NA
ASM#242	SE_clu_986_NA_5.35E-1	1	0	0	0	0	0	0	0	0.535
ASM#243	NA	0	0	0	0	0	0	0	0	NA
ASM#244	SE_clu_987_NA_7.23E-1	1	0	0	0	0	0	0	0	0.723
ASM#245	SE_clu_988_NA_3.60E-1	1	0	0	0	0	0	0	0	0.36
ASM#246	NA	0	0	0	0	0	0	0	0	NA
ASM#247	SE_clu_989_NA_8.08E-2	1	0	0	0	0	0	0	0	0.0808
ASM#248	SE_clu_991_NA_6.51E-1	1	0	0	0	0	0	0	0	0.651
ASM#249	NA	0	0	0	0	0	0	0	0	NA
ASM#250	NA	0	0	0	0	0	0	0	0	NA
ASM#251	NA	0	0	0	0	0	0	0	0	NA
ASM#252	NA	0	0	0	0	0	0	0	0	NA
ASM#253	SE_clu_993_NA_6.73E-1	1	0	0	0	0	0	0	0	0.673
ASM#254	SE_clu_994_NA_3.84E-1	1	0	0	0	0	0	0	0	0.384
ASM#255	SE_clu_995_NA_6.89E-1	1	0	0	0	0	0	0	0	0.689
ASM#256	SE_clu_996_NA_5.93E-2,SE_clu_997_NA_9.85E-1	2	0	0	0	0	0	0	0	0.0593
ASM#257	SE_clu_998_NA_7.80E-1,SE_clu_999_NA_5.65E-2	2	0	0	0	0	0	0	0	0.0565
ASM#258	NA	0	0	0	0	0	0	0	0	NA
ASM#259	SE_clu_1000_NA_9.70E-1,SE_clu_1001_NA_9.97E-1	2	0	0	0	0	0	0	0	0.97
ASM#260	NA	0	0	0	0	0	0	0	0	NA
ASM#261	NA	0	0	0	0	0	0	0	0	NA
ASM#262	SE_clu_1003_NA_2.34E-2	1	0	0	0	0	0	0	0	0.0234
ASM#263	NA	0	0	0	0	0	0	0	0	NA
ASM#264	NA	0	0	0	0	0	0	0	0	NA
ASM#265	NA	0	0	0	0	0	0	0	0	NA
ASM#266	SE_clu_1005_NA_1.52E-1	1	0	0	0	0	0	0	0	0.152
ASM#267	NA	0	0	0	0	0	0	0	0	NA
ASM#268	NA	0	0	0	0	0	0	0	0	NA
ASM#269	SE_clu_1008_NA_2.62E-1	1	0	0	0	0	0	0	0	0.262
ASM#270	NA	0	0	0	0	0	0	0	0	NA
ASM#271	SE_clu_1009_NA_1.19E-1	1	0	0	0	0	0	0	0	0.119
ASM#272	NA	0	0	0	0	0	0	0	0	NA
ASM#273	SE_clu_1014_NA_5.10E-1	1	0	0	0	0	0	0	0	0.51
ASM#274	SE_clu_1016_NA_9.32E-1,SE_clu_1015_NA_7.63E-1	2	0	0	0	0	0	0	0	0.763
ASM#275	NA	0	0	0	0	0	0	0	0	NA
ASM#276	NA	0	0	0	0	0	0	0	0	NA
ASM#277	NA	0	0	0	0	0	0	0	0	NA
ASM#278	NA	0	0	0	0	0	0	0	0	NA
ASM#279	NA	0	0	0	0	0	0	0	0	NA
ASM#280	NA	0	0	0	0	0	0	0	0	NA
ASM#281	NA	0	0	0	0	0	0	0	0	NA
ASM#282	NA	0	0	0	0	0	0	0	0	NA
ASM#283	NA	0	0	0	0	0	0	0	0	NA
ASM#284	NA	0	0	0	0	0	0	0	0	NA
ASM#285	NA	0	0	0	0	0	0	0	0	NA
ASM#286	NA	0	0	0	0	0	0	0	0	NA
ASM#287	NA	0	0	0	0	0	0	0	0	NA
ASM#288	NA	0	0	0	0	0	0	0	0	NA
ASM#289	SE_clu_1030_NA_2.46E-1,SE_clu_1029_NA_6.19E-1	2	0	0	0	0	0	0	0	0.246
ASM#290	NA	0	0	0	0	0	0	0	0	NA
ASM#291	SE_clu_1034_NA_8.79E-5	1	0	0	0	0	0	0	0	8.79e-05
ASM#292	NA	0	0	0	0	0	0	0	0	NA
ASM#293	SE_clu_1035_NA_2.86E-1	1	0	0	0	0	0	0	0	0.286
ASM#294	NA	0	0	0	0	0	0	0	0	NA
ASM#295	NA	0	0	0	0	0	0	0	0	NA
ASM#296	SE_clu_1038_NA_4.08E-1	1	0	0	0	0	0	0	0	0.408
ASM#297	NA	0	0	0	0	0	0	0	0	NA
ASM#298	SE_clu_1039_NA_1.51E-1	1	0	0	0	0	0	0	0	0.151
ASM#299	SE_clu_1042_NA_1.88E-3,SE_clu_1040_NA_1.85E-3,SE_clu_1041_NA_3.20E-2	3	0	0	0	0	0	0	0	0.00185
ASM#300	NA	0	0	0	0	0	0	0	0	NA
ASM#301	NA	0	0	0	0	0	0	0	0	NA
ASM#302	SE_clu_1045_NA_3.26E-1,SE_clu_1047_NA_2.35E-2,SE_clu_1043_NA_6.08E-1,SE_clu_1048_NA_4.81E-3,SE_clu_1044_NA_4.96E-2,SE_clu_1046_NA_3.43E-5	6	0	0	0	0	0	0	0	3.43e-05
ASM#303	NA	0	0	0	0	0	0	0	0	NA
ASM#304	SE_clu_1050_NA_1.35E-3	1	0	0	0	0	0	0	0	0.00135
ASM#305	SE_clu_1049_NA_5.51E-1	1	0	0	0	0	0	0	0	0.551
ASM#306	SE_clu_1051_NA_6.87E-1	1	0	0	0	0	0	0	0	0.687
ASM#307	SE_clu_1052_NA_4.44E-1	1	0	0	0	0	0	0	0	0.444
ASM#308	SE_clu_1054_NA_1.60E-1,SE_clu_1053_NA_7.39E-1	2	0	0	0	0	0	0	0	0.16
ASM#309	SE_clu_1055_NA_2.94E-1	1	0	0	0	0	0	0	0	0.294
ASM#310	SE_clu_1056_NA_7.78E-1	1	0	0	0	0	0	0	0	0.778
ASM#311	SE_clu_1057_NA_4.58E-1	1	0	0	0	0	0	0	0	0.458
ASM#312	NA	0	0	0	0	0	0	0	0	NA
ASM#313	SE_clu_1058_NA_2.19E-2,SE_clu_1059_NA_8.46E-1	2	0	0	0	0	0	0	0	0.0219
ASM#314	NA	0	0	0	0	0	0	0	0	NA
ASM#315	SE_clu_1060_NA_8.08E-1	1	0	0	0	0	0	0	0	0.808
ASM#316	SE_clu_1062_NA_6.00E-1,SE_clu_1061_NA_2.68E-1	2	0	0	0	0	0	0	0	0.268
ASM#317	NA	0	0	0	0	0	0	0	0	NA
ASM#318	SE_clu_1063_NA_1.31E-1	1	0	0	0	0	0	0	0	0.131
ASM#319	SE_clu_1068_NA_4.31E-2,SE_clu_1066_NA_4.55E-1,SE_clu_1067_NA_5.51E-1,SE_clu_1065_NA_2.61E-1,SE_clu_1064_NA_8.15E-1	5	0	0	0	0	0	0	0	0.0431
ASM#320	SE_clu_1069_NA_8.49E-2	1	0	0	0	0	0	0	0	0.0849
ASM#321	NA	0	0	0	0	0	0	0	0	NA
ASM#322	SE_clu_1070_NA_3.13E-1	1	0	0	0	0	0	0	0	0.313
ASM#323	SE_clu_1071_NA_8.52E-1	1	0	0	0	0	0	0	0	0.852
ASM#324	NA	0	0	0	0	0	0	0	0	NA
ASM#325	NA	0	0	0	0	0	0	0	0	NA
ASM#326	SE_clu_1072_NA_5.33E-1	1	0	0	0	0	0	0	0	0.533
ASM#327	NA	0	0	0	0	0	0	0	0	NA
ASM#328	NA	0	0	0	0	0	0	0	0	NA
ASM#329	NA	0	0	0	0	0	0	0	0	NA
ASM#330	NA	0	0	0	0	0	0	0	0	NA
ASM#331	SE_clu_1073_NA_2.52E-1,SE_clu_1074_NA_9.48E-2	2	0	0	0	0	0	0	0	0.0948
ASM#332	NA	0	0	0	0	0	0	0	0	NA
ASM#333	NA	0	0	0	0	0	0	0	0	NA
ASM#334	SE_clu_1076_NA_7.18E-2,SE_clu_1075_NA_4.24E-1	2	0	0	0	0	0	0	0	0.0718
ASM#335	NA	0	0	0	0	0	0	0	0	NA
ASM#336	NA	0	0	0	0	0	0	0	0	NA
ASM#337	NA	0	0	0	0	0	0	0	0	NA
ASM#338	SE_clu_1078_NA_1.93E-1	1	0	0	0	0	0	0	0	0.193
ASM#339	NA	0	0	0	0	0	0	0	0	NA
ASM#340	SE_clu_1079_NA_9.51E-3	1	0	0	0	0	0	0	0	0.00951
ASM#341	NA	0	0	0	0	0	0	0	0	NA
ASM#342	NA	0	0	0	0	0	0	0	0	NA
ASM#343	NA	0	0	0	0	0	0	0	0	NA
ASM#344	NA	0	0	0	0	0	0	0	0	NA
ASM#345	SE_clu_1081_NA_2.01E-1,SE_clu_1082_NA_3.55E-1	2	0	0	0	0	0	0	0	0.201
ASM#346	SE_clu_1083_NA_2.84E-5	1	0	0	0	0	0	0	0	2.84e-05
ASM#347	SE_clu_1085_NA_8.88E-1	1	0	0	0	0	0	0	0	0.888
ASM#348	SE_clu_1088_NA_8.11E-1	1	0	0	0	0	0	0	0	0.811
ASM#349	SE_clu_1096_NA_2.61E-1	1	0	0	0	0	0	0	0	0.261
ASM#350	SE_clu_1097_NA_2.55E-1	1	0	0	0	0	0	0	0	0.255
ASM#351	NA	0	0	0	0	0	0	0	0	NA
ASM#352	NA	0	0	0	0	0	0	0	0	NA
ASM#353	SE_clu_1099_NA_7.95E-1,SE_clu_1098_NA_8.89E-2	2	0	0	0	0	0	0	0	0.0889
ASM#354	NA	0	0	0	0	0	0	0	0	NA
ASM#355	SE_clu_1102_NA_2.13E-1	1	0	0	0	0	0	0	0	0.213
ASM#356	NA	0	0	0	0	0	0	0	0	NA
ASM#357	NA	0	0	0	0	0	0	0	0	NA
ASM#358	NA	0	0	0	0	0	0	0	0	NA
ASM#359	NA	0	0	0	0	0	0	0	0	NA
ASM#360	NA	0	0	0	0	0	0	0	0	NA
ASM#361	NA	0	0	0	0	0	0	0	0	NA
